ID,Nombre,Edad,Género,Ubicación,Grado_escolar,Horas_de_uso_diario,Horas_de_sueño,Rendimiento_académico,Interacciones_sociales,Horas_de_ejercicio,Nivel_de_ansiedad,Nivel_de_depresión,Autoestima,Control_parental,Tiempo_antes_de_acostarse,Chequeos_del_celular_por_día,Aplicaciones_usadas_a_diario,Tiempo_en_redes_sociales,Tiempo_en_el_juego,Tiempo_en_Educación,Propósito_del_uso_del_teléfono,Comunicación_familiar,Horas_de_uso_en_finde,Nivel_de_adicción
1448,Mary Jones,14,Mujer,Josephhaven,9,2.6,6.5,51,3,0.9,4,8,2,1,1.4,28,15,2.8,1.7,1.8,busquedas,3,9.7,7.4
1449,Jesse Burch,13,Mujer,South Lorichester,10,5.9,4.4,73,5,0.2,10,1,6,0,1,94,10,3.4,1.1,0.9,busquedas,4,8.9,10
1450,William Humphrey,19,Varon,North Joy,10,3.3,5.5,70,5,0.1,3,9,3,1,1,123,19,3.5,0.2,1.5,Juego,2,6.8,10
1451,Stephanie Rose,13,Varon,New Angelaview,12,6.3,4.9,55,5,0.2,1,1,6,0,1.1,128,15,1.8,2,0.6,busquedas,5,3.8,10
1452,William Mendoza,13,Mujer,Mccannshire,7,5,8.6,81,9,0.8,9,9,2,1,0.1,97,11,1.8,1.4,0.4,Otro,10,4.7,8
1453,Alyssa Ramirez,15,Varon,East Natasha,12,0.3,6.5,90,4,1.4,5,9,9,0,0,81,15,1.8,2.5,1.3,Otro,4,5,6
1454,Jacqueline Nichols,19,Mujer,Olsonshire,9,7.4,4.9,75,7,1,5,7,5,1,0.9,141,6,2.5,3.1,0.4,Juego,9,5,10
1455,Heather Smith DVM,13,Mujer,Brownton,11,4.1,9.2,77,10,0.8,3,1,6,0,0.9,22,17,2.6,1,1.9,Juego,2,1,6.9
1456,Nicholas Jones,19,Varon,Gallowayland,9,5.8,8.5,67,4,2.1,5,9,1,1,0.6,73,14,3.1,2.4,1.1,busquedas,1,2.8,10
1457,Jeffery Martinez,13,Otro,West Russell,10,6.7,5.6,83,10,1.3,10,4,7,0,1.4,107,7,2.4,1.3,0.8,busquedas,3,7.9,10
1458,Claudia Lynch,15,Mujer,Kathrynshire,12,8.1,7.8,72,8,0,5,1,3,0,0,37,17,2,2.4,1.4,Otro,10,8.1,10
1459,Kimberly Raymond,14,Mujer,South Theodore,7,1.6,4.4,50,6,0.1,7,5,1,1,1.2,65,14,1.8,1.8,1.8,Redes sociales,9,3.8,7.1
1460,Frank Johns,17,Otro,West Darrylside,10,4.5,10,65,5,1.8,5,5,4,0,0.6,38,15,2.8,1.4,0.8,busquedas,5,10.1,7.5
1461,Mrs. Tonya Wilson MD,15,Varon,Morsemouth,9,6.3,8.1,79,5,0.9,4,10,6,0,0.8,95,17,2.4,1.7,0.2,Redes sociales,3,5.8,10
1462,Melissa Wilson,16,Mujer,Port Amandamouth,11,8.2,6.5,74,6,0.4,2,4,6,0,1.1,20,15,4.6,0.2,0.3,Otro,6,10,10
1463,Kimberly Cannon,14,Otro,West Timothyberg,12,3.9,3.3,64,5,1.4,2,9,5,0,1.4,86,16,2.3,2,0.9,Otro,4,7.4,10
1464,Ryan Barnett,19,Varon,Hannahside,10,5.4,5.7,57,0,1.1,4,8,4,1,0.8,94,12,4.1,2.3,0.7,Otro,2,8.5,10
1465,Jennifer Short,14,Mujer,New Raymond,9,7.2,6.5,80,0,0,8,4,4,1,1.4,121,6,1.9,1.6,0.7,Otro,5,9.5,10
1466,Justin Sutton,13,Mujer,North Lisa,7,2.2,6.6,61,3,0,7,6,5,1,0,104,12,2.9,0.3,1.6,Juego,3,10.1,6.6
1467,Kayla Lopez,17,Otro,Lake Tracyland,10,4.9,6.4,81,1,0.4,10,4,10,1,0.9,77,15,3.2,2,1.3,busquedas,2,4.7,10
1468,David Gonzales,16,Otro,North Samantha,8,3.5,4.6,52,6,3,9,3,4,1,1.6,96,8,3.3,1.3,0,busquedas,9,9.2,9.3
1469,Kristin Bolton,14,Mujer,New Tiffany,12,7.1,3,87,8,1.6,7,1,3,1,1.4,79,12,3.1,1.6,0.6,busquedas,3,5.7,10
1470,Diana Smith,13,Otro,West Danielside,9,6,5.3,93,5,2.3,2,10,8,1,1.7,61,9,3.4,1.1,1.8,busquedas,2,6.6,10
1471,Diana Conner,15,Otro,Bryantberg,12,4.3,4.5,51,2,1.2,6,7,7,1,1.2,40,17,1.3,1.7,1.8,busquedas,7,5.2,9.2
1472,Brenda Holland,14,Otro,Bowenshire,12,4.9,3.4,68,7,1.1,1,10,7,1,0.9,86,20,1,0,0.7,busquedas,8,5.8,9.9
1473,Mark Williams,17,Mujer,West Timothystad,7,5.3,7.8,71,1,1.8,7,5,2,1,1.1,37,19,3,1.6,1.1,Juego,10,6.5,10
1474,Melissa Clark,16,Otro,South Mariahmouth,10,6.4,6.5,90,6,0.4,7,2,3,0,1.5,54,14,1.3,1.7,1.9,Educación,2,3.9,10
1475,Mr. Thomas Rodriguez,18,Mujer,Dillonhaven,8,6.5,8.7,96,0,1.1,9,4,1,1,1.2,24,7,1.2,0.2,1.9,busquedas,3,5.5,5.4
1476,Charles Navarro,19,Otro,North Michael,11,7.9,6.4,84,1,1.8,5,6,2,1,1.5,42,11,0.2,1.2,1.5,Juego,2,6.1,9.1
1477,Stephanie Collins,18,Otro,Reyesmouth,11,3.7,5.7,50,3,1.3,3,8,1,1,0.8,104,10,3,1.7,1.2,Redes sociales,9,4.8,9.6
1478,Yvette Holland,13,Otro,Whitefort,9,4.9,6.6,56,9,1.8,2,7,5,0,1,53,7,2,0,0.5,Educación,2,7.3,6.1
1479,Rhonda Roberts,13,Varon,Lake Lisastad,8,3,6.8,62,9,1.3,2,1,1,0,1.6,44,18,5,1.5,1.1,Educación,4,6.3,10
1480,Michael Burch,17,Mujer,East Christopherville,9,0,8.5,74,1,1.2,9,10,5,1,1.4,146,11,3.2,1.8,0.7,Educación,3,7.9,5.9
1481,Michelle Reed,16,Mujer,Thomasside,12,2.7,5.6,58,9,1.4,4,5,9,1,1,144,6,2.8,1.9,0.8,Educación,10,4.9,8.7
1482,Kimberly Rubio,15,Otro,West Kimberlyview,10,7,7.5,77,8,1.8,2,6,5,1,1.4,129,11,2.9,1.4,0.5,Educación,7,7.3,10
1483,Keith Pena,14,Otro,West Joanna,11,5.5,8.4,89,8,2,6,6,2,0,1.6,89,19,2.9,2.6,1.4,busquedas,7,5.7,10
1484,Michael Johnson,14,Mujer,Lopezville,9,7.3,3.7,52,0,0.5,2,9,5,0,1.3,66,6,3,3.1,0,busquedas,2,5.5,10
1485,Darren Jones,13,Otro,Lynchfort,7,5.3,7,60,6,2.1,1,10,9,0,2,58,8,3.2,2.8,0.1,Otro,6,9.3,10
1486,Kara Wood,13,Otro,South Catherine,9,5.7,4.5,90,6,1.3,8,2,4,1,1.3,61,12,2.2,0.7,0.9,busquedas,6,4.2,10
1487,Barbara Woods,17,Varon,New April,9,3.2,6.4,58,0,0.9,1,1,3,1,0.6,87,5,0.7,3.2,0,Juego,2,5,6.6
1488,Steven Hall,19,Varon,South Robertport,10,3.9,8,76,4,3.4,9,10,3,0,0.9,63,9,2.4,0.1,1.5,Otro,6,8,5.5
1489,Amanda Harris,19,Otro,Port Josephchester,11,6.9,7.2,98,4,0.9,4,5,3,1,0.9,63,10,2.1,1.4,0.9,busquedas,4,3.3,10
1490,Kristen Mitchell,17,Otro,Lake Williamfort,11,4.5,8.2,98,0,0.4,4,7,7,1,1.2,91,19,3.5,2,1.2,Educación,1,5,10
1491,Debra Moore,16,Otro,New Jefferybury,9,3.9,7.1,52,7,0.9,3,4,7,1,0.7,65,8,2,2.5,0.9,Juego,2,8.1,7.8
1492,Rhonda Edwards,15,Mujer,Jasonland,10,7,4.2,58,10,1.2,9,5,10,1,2,60,5,3.1,2,1.4,Otro,7,7.1,10
1493,Edward Barker,15,Otro,Paynefort,10,2.7,8.7,64,2,1.5,7,1,6,0,1.1,146,17,2.8,2.7,0,Educación,4,8.1,10
1494,Brian Lawrence,15,Otro,South Jasonmouth,10,4.1,6.7,61,6,0.3,1,6,9,1,1.1,99,8,2.7,1.7,0.3,Educación,1,2.1,8.7
1495,Paul Hernandez,13,Otro,Richardsville,11,5.7,8.8,85,1,1.6,8,3,7,1,0.8,26,5,0.3,0.6,0.9,Otro,5,9.1,3.7
1496,Misty Wilson,14,Otro,North Leslie,8,3.6,8,65,0,1.3,10,10,5,1,1.2,105,17,1.7,2,2.2,Educación,9,6.5,8.8
1497,Beth Price,16,Mujer,Shawnfurt,8,2.5,8.1,75,8,0,4,2,2,1,0.8,34,7,4.3,4,0,Educación,4,8.4,8.8
1498,Kristie Williams,17,Otro,East Brandon,11,3.2,8.6,89,3,2.1,9,7,9,1,0.9,99,14,3.6,1.1,1.3,Otro,1,6.5,8.4
1499,William Cervantes,15,Mujer,Hillfort,12,5.2,8.2,56,0,1.9,9,10,6,1,0,144,15,1.7,1,1.2,Juego,7,9,9.7
1500,Debra Owen,19,Varon,Nicoletown,10,2.6,7.5,83,10,1.4,10,9,7,1,0.5,24,5,2.5,1.1,0.5,Educación,2,6.5,3.9
1501,Billy Baker,15,Otro,Deleonberg,8,5.4,7,73,2,0.5,3,3,10,0,0.8,113,13,3.3,0.5,2.4,Redes sociales,1,9.9,10
1502,Susan Mcintosh,18,Otro,Bakerland,8,1.9,7.3,97,8,1,4,5,8,1,0.8,139,17,1.7,1.9,1.5,Juego,3,4.1,8
1503,Kevin Perkins,15,Mujer,West Angela,7,2.4,6.1,98,10,0,8,7,10,1,0.9,128,8,3.4,0.3,1.4,busquedas,4,3,7.2
1504,Jill Maxwell,19,Varon,East Traceyville,11,5.4,6,98,2,0.4,9,8,6,1,1.2,25,9,3.8,1.8,1.1,busquedas,2,4.3,10
1505,Jennifer Rosales,17,Otro,Allenside,11,6.6,5.9,91,4,1.2,8,10,3,1,1.9,110,18,2.3,0.9,1.4,Redes sociales,9,5.2,10
1506,Jamie Munoz,19,Varon,East Courtneyshire,7,5.6,9,63,5,1.2,7,9,6,1,1.2,68,10,2.7,2.9,2.2,Redes sociales,1,5.7,10
1507,Amanda Callahan,13,Mujer,South Stanley,11,6.3,6.3,72,1,0,7,8,8,1,0.8,38,9,2.9,0.8,0.7,busquedas,7,4.8,9.4
1508,Ian Taylor,18,Varon,Castromouth,11,7.2,6.4,62,6,1.2,2,9,2,0,1.1,108,6,2.6,1.5,0.5,busquedas,10,7.5,10
1509,Theresa Avery,16,Varon,Robertland,7,3.2,3.1,90,1,0.8,8,6,7,1,1.2,76,8,3.9,2.6,0.5,Otro,5,2.5,10
1510,Jared Green,15,Varon,North Amy,10,0,6.9,88,4,0.1,8,6,7,0,0.8,107,12,3.9,2.8,0.7,Redes sociales,4,7.6,7.8
1511,James Scott,14,Varon,Marystad,8,6,8.5,67,9,0.9,4,7,8,0,1,144,16,2,2,1.5,Juego,2,4.2,10
1512,Thomas Osborne,17,Mujer,Schneiderstad,9,5.5,5.8,54,8,0.8,4,7,1,1,1.3,54,13,1.5,1.7,1,busquedas,4,4,9.5
1513,John Haynes,13,Varon,Waynestad,9,8.9,7,90,0,0.6,4,9,3,1,1,110,10,3.4,0.8,1.2,busquedas,2,5.8,10
1514,Amanda Gomez,13,Mujer,Port Patrickfurt,8,5,6,90,8,1.7,10,7,1,1,0.3,29,7,2.4,0.8,2.1,Redes sociales,1,7.7,7.2
1515,Wesley Carey,19,Varon,West Sarah,7,4.1,6.9,92,5,0.8,1,2,6,1,1.8,39,13,1.5,3.2,1.4,Juego,3,5.5,8.7
1516,Cynthia Sawyer,15,Mujer,Lesterside,8,0.9,5.8,92,8,1.2,8,1,1,1,1.5,119,14,2.6,1.9,0,Educación,7,8.3,7.7
1517,Kathleen Shelton,18,Otro,South Robyn,7,3.7,7.4,54,7,0.2,8,7,7,0,0.5,21,19,3,0.7,0.3,Educación,4,6.1,7.9
1518,Neil Price,17,Mujer,South Melanieberg,8,5.1,5,82,5,1.9,7,1,3,0,0.9,63,18,1.9,2.4,0.4,Educación,10,7.1,10
1519,David Wall,18,Otro,Jamesmouth,12,4.6,3,72,2,0,8,4,7,1,1.5,43,10,4.9,2.2,1,busquedas,9,6,10
1520,Jordan Wolfe,16,Varon,Port Samanthastad,7,3,6.3,92,6,1.2,5,1,10,1,0.7,113,11,1.9,0.7,1.1,Juego,5,9.2,6.9
1521,Cindy Ortega,15,Mujer,Luisstad,8,5.1,7.1,71,4,1.4,6,9,10,0,1.6,146,9,1.6,3.3,0.5,busquedas,3,3,10
1522,Stanley Fry,19,Mujer,West Jeffery,10,5.5,3.1,90,6,0.9,8,3,4,1,1.7,57,12,2,0.5,1.1,Redes sociales,6,2.5,10
1523,Angel Flores,19,Varon,Daniellehaven,11,3.5,5.5,62,3,1.2,10,10,2,1,0.5,47,17,1.9,0.5,0.4,Educación,2,7.1,7.5
1524,Christine Ramsey DVM,16,Mujer,East Robert,7,6.1,7.5,88,9,1.6,9,8,3,0,0,66,20,3.5,1.6,1.7,busquedas,10,7.6,10
1525,Jessica Lewis,18,Mujer,East John,12,7.1,6.4,64,9,0.1,5,5,10,0,1.3,54,15,1.9,1.8,0.8,Juego,2,4.8,10
1526,Ricardo Hayden,15,Otro,Sarahshire,8,7.7,6.5,64,7,0.1,3,10,7,0,0.2,76,5,2.4,0.3,1.3,Redes sociales,5,4.5,9.7
1527,Olivia Contreras,18,Mujer,Jacksonfort,8,4.7,8.3,91,3,2.2,7,6,6,1,1.3,134,18,0.8,0.7,0.8,Juego,3,7.3,8.3
1528,Kimberly Young,14,Mujer,North Mary,10,3.7,6.2,77,2,2.2,8,8,8,1,1.1,94,14,1.4,0.5,1.3,Otro,7,4.7,7.2
1529,Brian Whitaker,19,Mujer,New Josephberg,10,2.5,5.6,67,0,2,1,8,1,0,0.5,113,11,3,2.2,2.6,busquedas,3,7.8,9.4
1530,Brenda Brown,17,Mujer,Port Elizabeth,7,1.6,6.4,55,10,0.5,8,9,10,1,0.3,92,16,3.4,1.7,1.5,Educación,2,3.5,8.5
1531,Paul Huynh,16,Otro,East Kelly,10,6.2,10,74,0,1.8,4,2,4,1,0.5,134,18,0.8,1.6,0.6,Redes sociales,10,7.4,9.9
1532,Susan Maddox,13,Otro,West Paul,8,2.6,6.7,82,1,1.9,4,2,2,0,2.4,98,14,1.5,0,0.4,Redes sociales,3,7.2,5.5
1533,Steven Cook,17,Mujer,Gillview,12,4.9,5.4,89,5,0.2,5,9,9,1,0.6,67,9,3.9,0.9,1.4,busquedas,8,7.3,10
1534,Eric Davis,18,Mujer,Lake Dillon,11,5.6,6.3,95,2,0.6,4,1,2,1,1.1,52,17,0.7,0.5,0.4,Educación,4,7.9,8.1
1535,Victoria Wu,18,Mujer,Karenbury,7,6.2,7.3,98,8,1.5,5,9,5,0,0.9,36,7,2.8,3,1.7,Juego,5,9.3,10
1536,Denise Maldonado MD,16,Mujer,Lake Francesview,12,0.9,5.5,63,3,0.9,4,9,6,1,0.8,134,10,1.5,1.8,0.4,busquedas,5,6.5,6.1
1537,Tommy Marshall,17,Varon,Wendytown,11,0,7.1,85,3,0,8,4,10,0,0.7,99,15,1.9,1.7,0.8,busquedas,4,5.3,5
1538,Angela Stewart,14,Varon,North Troy,10,2.4,5.2,86,4,0.8,4,6,3,0,0.8,96,13,2.1,3.7,0.5,Educación,5,11.2,10
1539,Melissa Ortega,13,Varon,Marissaburgh,8,3.1,7.7,80,8,0.6,3,4,5,1,1.7,127,5,5,0.9,1.3,busquedas,5,5.3,8.7
1540,Jasmine Adams,17,Otro,Elizabethburgh,8,3.3,4.7,68,5,1.3,3,7,9,1,1.8,90,5,2.7,2,0.4,Redes sociales,6,8.5,8.5
1541,Deborah Meza,15,Varon,Johnmouth,12,6,6.5,85,3,1.1,5,4,2,0,2,61,6,3.8,1.7,1.6,Otro,7,2.3,10
1542,Ashley Daniels DDS,18,Varon,Port Benjamin,11,5.2,8.6,87,0,1.1,6,10,1,1,0.2,80,12,1.2,1.4,1.7,Redes sociales,10,4.6,7.5
1543,Rachel Clark,18,Varon,North Susan,12,5.8,6.4,69,3,0.8,8,7,7,1,0,22,8,5,1.5,1.2,Educación,5,9.1,10
1544,Dana Koch,18,Varon,Jenniferton,11,3.8,4.2,95,2,0,2,8,2,0,1.1,24,5,3.5,1.5,0.3,Educación,5,8.8,8.2
1545,Joseph Montgomery,13,Mujer,Lesterfort,8,7.4,4.3,77,0,0,1,1,1,0,1,133,20,1.8,0.1,0.1,Juego,10,9.3,10
1546,Melanie Foster,19,Varon,Michaelmouth,11,5.6,7,55,3,0.4,7,1,8,1,1.1,24,8,1.3,0.9,0.8,Otro,7,3.5,6.4
1547,Kimberly Sanders,17,Otro,North Pedro,7,3.8,4.7,84,1,3.3,8,5,7,1,0.7,56,11,2.5,1,0.4,Otro,4,7.2,8.3
1548,Samantha Adams,13,Mujer,Alvarezmouth,9,2.4,3.9,84,1,0,10,5,6,1,0.8,106,5,2.5,2.6,1.8,busquedas,7,8.8,8.7
1549,Stacy Jones,19,Mujer,Heatherbury,12,9.1,6.4,71,3,0,4,4,3,0,0.1,22,14,2.8,1.8,1.7,Juego,6,4.4,10
1550,Thomas Mckinney,13,Otro,North Patrick,10,10.3,7.1,98,1,0,1,10,1,1,0.2,70,16,1.6,2.9,1.1,Juego,3,7.4,10
1551,Melissa Williams,13,Varon,East Nataliemouth,10,7.5,4.5,90,1,1.8,8,7,3,1,1.4,66,19,1.1,0,0.6,Educación,8,7.3,10
1552,Christina Hardy,18,Otro,Stephanieland,9,5,7.6,61,4,1.3,4,10,5,0,1.5,89,9,2,4,0.4,Redes sociales,5,6.9,10
1553,Stephen Beltran,18,Mujer,Greenchester,8,5.3,5.4,86,8,0.1,1,8,9,0,0.7,60,5,2.6,1.9,1.1,Redes sociales,1,7.7,9.3
1554,Jessica Weber,13,Mujer,Dickersonmouth,7,3.5,7.9,66,10,0,4,4,7,0,1.2,50,15,3,1.5,0.6,busquedas,8,2.4,8
1555,Dawn Williams,18,Mujer,Danielborough,8,3.9,6.1,84,6,1.8,9,2,9,0,1.1,87,20,2.5,2.5,0.7,Otro,9,2.4,10
1556,Billy Vasquez,15,Varon,East Ryanview,7,9.3,6.1,93,6,1.4,7,10,8,0,1.3,66,17,3.6,2.5,1.7,Redes sociales,9,4.9,10
1557,Tyrone Hensley,15,Otro,Rachelberg,8,2.1,8.9,53,1,1.7,5,3,3,0,0.5,22,8,2.3,0.6,0,Otro,6,3.5,2.6
1558,Samantha Moore,13,Varon,Coreyhaven,8,0.3,4.5,54,3,3.4,6,1,5,1,1.1,47,18,2.5,2.4,1.3,busquedas,9,3.3,7.5
1559,Alvin Fox,14,Otro,Rivasport,8,2.5,7,72,5,1.1,7,2,3,1,1.8,85,16,2.6,3.2,0.8,Educación,6,5,9.7
1560,Ruth Saunders,14,Mujer,Jonesview,11,4.2,5,82,2,1,7,1,8,1,0.6,72,9,3.3,1.7,1.4,Otro,1,3.2,9.9
1561,Erica Lucero,18,Varon,Wellsfort,7,4.3,5.1,81,7,0,9,2,10,0,1.2,80,11,3.1,1.4,0,Juego,2,6.3,10
1562,David Martinez,19,Mujer,Michaelburgh,10,7.7,4.3,53,5,0.6,10,10,5,1,0.4,85,9,2.9,2.1,1.4,Redes sociales,4,5.1,10
1563,Zachary Ramos,17,Varon,Patriciamouth,12,1.7,5.8,94,7,1.8,4,2,9,1,1.4,97,14,2.6,0.6,1.1,busquedas,7,8.1,6.7
1564,Robert Adkins,19,Varon,Smithland,11,5.5,6.2,50,9,1.7,7,8,3,0,1.1,49,12,1,1.6,0,Redes sociales,2,11.2,8.4
1565,Michael Duarte,13,Otro,Josephville,7,5.5,9,73,9,0,10,7,5,1,1.1,148,13,1.9,2.1,1.5,Educación,8,7.1,10
1566,Robert Brown,15,Varon,Fosterburgh,9,6.6,8.5,89,3,1.5,5,7,2,1,0.2,128,9,1.7,4,1.1,Otro,9,7.3,10
1567,Alexa Mcdonald,16,Mujer,Harrisbury,8,5.3,3,79,4,2.1,1,3,7,1,0.9,74,14,3.8,2.1,1.1,Otro,3,3.4,10
1568,Raymond Lewis,19,Varon,Jenniferbury,8,2.5,4.4,51,7,1.1,9,10,6,0,1.3,78,11,2.5,1.9,1.9,busquedas,9,4.3,8.5
1569,Dakota Bradford,14,Mujer,East Sara,8,5.4,7.1,100,7,1.9,2,4,9,1,1.3,139,20,3.4,1.9,0.9,Otro,5,8.9,10
1570,Allison Lopez,19,Varon,Port Elizabethshire,12,4.4,3.6,92,7,1.5,9,9,1,0,1.1,41,13,2.7,3,0.7,Redes sociales,4,10.4,10
1571,Robert Hanson,19,Mujer,Stephenfort,10,2.8,3,58,9,0,10,7,6,1,0.5,35,12,1.8,2.1,0.3,Juego,9,6.6,8.3
1572,Shawn Mills,14,Otro,East Sandramouth,9,3.6,6.2,72,7,2.1,4,10,1,1,0.2,64,8,2.4,0,0.4,Otro,4,5.8,5.8
1573,Heather Bartlett,17,Mujer,North Mario,11,7,5.9,52,5,1.6,1,4,2,0,0.5,66,18,2.7,2,0.6,Redes sociales,3,4.1,10
1574,Alex Moore,19,Mujer,Haysfurt,10,4.4,6.4,53,7,0.4,2,5,2,1,0.8,92,8,3.6,2.4,1.8,Juego,4,6.3,10
1575,Karen Roth,19,Mujer,East Bradleyborough,9,3.3,5.1,97,7,1,8,7,4,1,0.3,123,17,1.4,2.2,0.5,Educación,1,7.4,10
1576,Miranda Horne DDS,18,Mujer,Nolanburgh,8,1.7,6.9,59,7,1,6,8,10,1,1.9,149,6,2.2,3.2,1.7,busquedas,7,8.3,7.8
1577,Cassie Johnson,16,Mujer,Mcdanielport,7,4.4,6.9,84,0,1.3,2,9,7,0,1.1,148,10,3,1.5,0.5,Otro,10,5.6,10
1578,Luis Williamson,13,Otro,North John,11,6.6,7.3,66,8,0,8,5,1,1,1.8,71,18,2.2,1.3,0,Otro,7,5.9,10
1579,Amanda Gonzalez,19,Mujer,Kimstad,7,4.9,9,96,3,0,1,5,10,1,1.4,114,19,2.1,2.7,1.1,Otro,8,6,10
1580,Ebony Reeves,19,Varon,West Michael,10,7.2,7.4,99,9,3,2,10,9,0,1,30,7,0,1.2,1.3,Otro,4,5.7,6.7
1581,Carrie Burnett,13,Otro,Franklinmouth,8,0.9,7.9,67,1,0.9,2,2,4,0,1.4,62,11,3.1,0,1.8,Otro,9,4.2,3.5
1582,Laura Smith,14,Mujer,Velasquezshire,7,7.1,5.8,78,8,2.2,5,10,7,0,1.3,64,6,2.5,3.2,0,busquedas,3,7.8,10
1583,William Potter,18,Varon,Maxwellberg,10,6.4,4.2,81,0,2.5,5,8,1,0,0.5,56,15,2.8,3.2,1,busquedas,9,6.1,10
1584,Katherine Harris,13,Mujer,Waltersland,11,4.2,5.2,77,1,0.2,1,7,1,0,1.7,119,11,1.1,0.5,2.1,Otro,8,5.8,7.8
1585,Trevor Cook,18,Mujer,Sheilahaven,11,1.4,7.4,55,5,1.3,9,2,3,1,0.9,73,19,1.9,0.5,0.4,Redes sociales,9,7.2,5.4
1586,Dr. Christine Lopez DDS,14,Otro,New Heather,9,5.4,4.1,64,5,1.6,8,2,2,0,1.3,20,16,3.4,3.2,1,Educación,2,7.8,10
1587,Sandra Miller,14,Varon,Sydneyshire,9,4.8,6.3,80,2,1.3,6,5,2,0,0.8,103,19,2.5,2.2,1.4,Redes sociales,8,11.5,10
1588,Miguel Navarro,15,Mujer,Michellemouth,8,6.9,8.9,81,0,2.1,2,5,5,0,1.3,131,7,3.6,0.6,2,busquedas,3,4.5,10
1589,Natasha Weaver DDS,17,Otro,Lake Lisa,10,8.3,6.5,54,3,0.6,3,5,6,0,0.5,96,12,1.6,3.3,1,Juego,8,7.7,10
1590,Rebecca Elliott,14,Mujer,Judymouth,9,8.8,5.1,81,8,0.8,10,9,7,1,0.1,133,5,1.6,2.1,1.5,Redes sociales,1,9.3,10
1591,Brianna Mcknight,19,Mujer,West Destiny,11,6.3,5.6,88,2,0,6,5,8,0,0,68,10,1.9,1,0.8,Educación,5,3.1,9.8
1592,Cassandra Lin,17,Mujer,Port Joe,11,5.1,6.4,55,4,2.1,8,3,10,1,0.7,75,17,2.5,2.8,0,Juego,9,8.2,10
1593,Manuel Williams,19,Mujer,Smithburgh,10,5.3,5.9,53,5,0.4,6,9,6,0,0.4,35,17,1,2,0.2,Otro,5,5.8,9.4
1594,Amanda Bolton,16,Varon,South Candice,11,5.4,4.9,72,3,1.7,6,4,6,0,1.4,45,13,2.6,1.2,0.5,Juego,10,4.1,10
1595,Nicholas Richmond,15,Otro,Michaelberg,11,8.5,5.7,62,7,0.5,10,4,6,0,1.7,33,5,4.4,0.4,1.5,Otro,6,3.7,10
1596,Stacey Green,16,Mujer,Sullivanberg,7,5.4,7.1,87,0,0.1,3,10,5,0,0.6,63,10,2.8,0.9,1.2,Juego,2,5.2,8.8
1597,Rachel Allen,13,Mujer,Port Tracey,7,3.3,7.4,62,4,0.7,9,5,1,1,0.6,46,8,2.6,2.4,0.1,busquedas,6,1.9,7.1
1598,Kevin Jones,13,Mujer,Lake Michael,7,3,6.2,72,7,1.4,6,3,8,0,0,69,15,3.3,1.2,1.8,busquedas,7,3.6,8.8
1599,Alisha Merritt,19,Mujer,New Steven,12,6.9,7.3,89,1,0.8,2,1,1,1,1.7,142,5,1.7,0.7,0.7,busquedas,8,3.9,9.5
1600,Amber Davis,13,Otro,Connerbury,12,4.7,6,93,4,0,10,3,9,1,1.1,38,19,3,0.2,1.6,Redes sociales,2,5.8,9.5
1601,Erin Gonzalez,19,Varon,West Kristi,10,4.9,6.1,71,8,1.8,2,5,8,0,1,64,11,1,0,1.2,Juego,8,5,6.3
1602,Mrs. Cynthia Schultz,15,Varon,Jamesburgh,12,1.8,6.6,56,10,0.7,2,7,7,1,0.7,100,18,4.9,1.4,0.3,Educación,7,2.4,10
1603,Allen Dunlap,18,Varon,Melissaborough,7,8.2,5.4,94,5,2.1,9,7,10,0,0.4,143,17,2.2,1.6,0,Redes sociales,8,9.4,10
1604,Robert King,13,Otro,Snyderbury,9,5.5,7,73,1,1.1,2,1,5,1,0.2,147,16,1.8,1.2,0.8,Redes sociales,5,5.7,10
1605,Haley Goodman,19,Varon,Frazierborough,8,5.7,8.9,66,7,2.5,6,1,5,0,1.4,34,17,3.3,3.1,0.4,busquedas,7,4.4,10
1606,Vanessa Taylor,15,Mujer,East Aliciaborough,7,5.4,8,70,4,1.1,10,5,6,1,0.7,135,18,2.3,1.7,1.1,Otro,2,6.4,10
1607,James Francis,14,Otro,Hamiltontown,7,6.6,8,82,4,2.7,5,2,2,1,0.9,25,7,2.5,2.9,0.5,Juego,9,8.7,9.9
1608,Melinda Flores,16,Varon,Campbellfort,9,7,7.4,58,0,0.3,4,9,6,0,1,56,9,1.7,0.8,1.5,Otro,3,9.5,8.7
1609,Maureen Chapman,14,Otro,Emilyton,12,3.7,8.3,93,7,0.8,9,5,1,0,1.5,28,9,4.1,0.2,2.6,Juego,5,3.7,6.2
1610,Christina Tate,13,Otro,Sheilaburgh,8,4.3,6.7,88,5,0.9,5,3,4,1,1.3,96,11,1.9,0,1.1,Redes sociales,5,5.6,7
1611,Aaron Jackson,13,Otro,New Meganchester,9,6.9,7.6,53,8,2.1,4,7,8,1,0.1,85,13,1.5,2.6,0.8,Juego,10,5.5,10
1612,Brian Farmer,13,Otro,Hawkinsview,8,5.1,4.8,89,9,0.1,8,6,2,1,0.9,133,6,4.5,2.4,1.3,busquedas,1,7.9,10
1613,Linda Sampson,13,Otro,Jacobmouth,9,5,7,65,10,0.9,8,7,9,0,1.9,22,15,1.2,1.3,1.4,Educación,7,5.8,7.4
